name,town,county,tier
SACRED HEART HIGH SCHOOL HAMMERSMITH,London,,2
SADIQIYYAH EDUCATION LTD,London,England,2
Sai Academy limited,London,Essex,2
Saint John Southworth Catholic Academy Trust,London,,2
Salford Training Academy Ltd,Manchester,,2
Sancta Familia Catholic Academy Trust,London,,2
Sanders School,Hornchurch,London Borough Havering,2
Sans Training UK - Limited,London,,2
Saracens Multi-Academy Trust,London,,2
Sarum Hall School Trust Ltd,London,,2
SBA Training Academy,Manchester,Lancashire,2
School for CEOs Ltd,Glasgow,,2
School Improvement Liverpool Limited,Liverpool,,2
School Run Ltd,london,,2
School-Home Support Service (UK),London,,2
Schools Counselling Partnership Ltd,London,GB,2
SCHOOLS OF KING EDWARD VI IN BIRMINGHAM,BIRMINGHAM,,2
Scientific Education Support (SES) Ltd,London,,2
SECUREWAY TRAINING LTD,Birmingham,,2
Selectia Education Ltd,London,,2
SELIM TRADERS (UK) LTD T/A Unique Learning Advisor,LONDON,,2
Seneca Learning Ltd,London,,2
Serenity Education Group,Eltham,London,2
"Seva Education, Health & Care Ltd",London,Middlesex,2
SFS CONSULTANCY AND EDUCATION LIMITED,London,,2
Shah Jalal Latifia Madrasha and Islamic School,Birmingham,,2
SHAHEEN STUDENT CONSULTANCY LIMITED,LONDON,,2
SHAHFORAN MOSQUE AND ISLAMIC EDUCATION CENTRE TRUST,MANCHESTER,,2
SHEBAHL SKILLS and SUPPORT SERVICES LTD,London,,2
Sheiling School Thornbury,Bristol,,2
SHINE TUTOR,Coventry,,2
Sidney Stringer Multi Academy Trust,Coventry,West Midlands,2
SISHIRE EDUCATION CONSULTANCY LTD,London,,2
SKILLS ALLIANCE (PHARMA) LTD,London,,2
Skills and Education Group,Nottingham,,2
Skills Consultancy & Management UK Limited,London,Not Applicable,2
Skills Growth Academy Ltd,London,,2
Skills Max Academy Limited,London,,2
Skolar Education UK Limited,Newcastle Upon Tyne,,2
Sky-High Tuition Ltd,Manchester,,2
Smart Move Education Group Limited,London,,2
SMARTPATH EDUCATION TECHNOLOGY LTD,London,,2
Snowflake School,London,,2
South Hampstead High School,London,,2
South Wales Education Centre Limited,Cardiff,,2
Sova Assessment Ltd,London,,2
Spa Education Trust,London,,2
Spanish Education Office,London,,2
SPORTS EDUCATION ACADEMY LTD,London,,2
Sports Heroes Limited t/a Education 1st,Bristol,,2
St Andrew the Apostle School,London,Barnet,2
St Andrew's Catholic Primary School,London,Streatham,2
St Angela's Ursuline School,London,,2
St Anne's Catholic High School for Girls,London,,2
St Anne's Catholic Primary School,Reading,Berkshire,2
St Augustine's Priory School,Ealing,London,2
St Bede's Inter-Church School,Cambridge,Cambs,2
St Benedict Catholic Academy Trust,Croydon,Greater London,2
St Benedict's School Ealing,Ealing,London,2
St Bonaventure's School,London,,2
St Christopher's School (Hampstead) Ltd,London,,2
St Clare Catholic Multi Academy Trust,Sheffield,South Yorkshire,2
St Davids International Education Limited,London,,2
St Dunstan's Education Group,London,,2
St Edmund's Catholic Primary School,London,,2
St Edward's School,Oxford,Oxfordshire,2
St Giles Schools of Languages Limited,London,,2
St Helen's School,London,,2
St James' Catholic High School,London,,2
St John Vianney School,Manchester,Lancashire,2
St John Wall Catholic School,Birmingham,West Midlands,2
St Joseph's Catholic Primary School,London,,2
St Joseph's RC Primary School,Manchester,Greater Manchester,2
St Margaret's School Hampstead,London,London,2
St Mary Redcliffe and Temple School,Bristol,South west,2
St Mary's Catholic School,Chiswick,Greater London,2
"St Mary's School, Hampstead",Hampstead,London,2
ST MARYLEBONE SCHOOL,LONDON,WESTMINSTER,2
St Marys Catholic Primary School,London,England,2
St Matthew's RC High School,Manchester,Greater Mancheseter,2
St Olave's Prep School,London,New Eltham,2
St Paul's Academy,London,,2
St Paul's School,London,,2
St Saviour's & St Olave's Church of England School,London,,2
St Teresa of Calcutta Catholic Academy Trust,Bury,Greater Manchester,2
St Vincent's Catholic Primary School,London,,2
St. Andrews C Of E Primary School,LONDON,,2
St. Edward's R.C. Primary School,London,,2
St. Hugh's Catholic Primary School,Liverpool,Merseyside,2
St. Mary of the Angels Catholic Primary School,London,,2
St. Michael's Catholic Grammar School,London,,2
St. Paul's Catholic School,Milton Keynes,,2
Stantonbury School,Milton Keynes,,2
Starlea Education Ltd,London,REGISTERED ADDRESS,2
Startup Discovery School Ltd,London,,2
STEPPING STONES EDUCATION LTD,London,,2
STEPS EDUCATION LIMITED,London,,2
Stirling Education UK LTD,London,,2
Storal Learning Ltd.,London,,2
Stratford School Academy,London,,2
Strawberry Fields Nursery School Limited,London,,2
Streatham & Clapham High School,Streatham,London,2
Student Castle Property Management Services Limited,London,,2
Student Connect Ltd,London,,2
Student Educational Services LTD,London,,2
Student Homes Management Limited,London,,2
STUDENT LIVING MANCHESTER LTD,Manchester,,2
Student Loans Company,Glasgow,,2
Student Luxe LTD,London,,2
STUDENT PARTNERS LIMITED,London,,2
Student Partnerships in Quality Scotland SCIO,EDINBURGH,,2
Student Study LTD,London,,2
Success at School Ltd,London,,2
Suman Education International Limited,Manchester,,2
Summer Fields School Trust Ltd,Oxford,Oxon,2
Summit Learning Trust,Birmingham,,2
Sun Clinics UK Ltd T/as DSR Academy,Manchester,,2
Sunflower Montessori Nursery School,London,,2
SUNNYCUTZ BARBERS ACADEMY,London,essex,2
Swedish school society in London,London,,2
Swift Education Limited,London,,2
Sydenham After School Club,London,,2
TALA TRAINING AND EMPLOYMENT LIMITED,Manchester,,2
TalentBoost Education & Consulting Ltd,London,,2
Teach First,London,,2
Teach for All Network,London,,2
Teacher Training International Limited,London,,2
Ted Grant Education Project Ltd,London,,2
TES Education Ltd,London,,2
TESOL INTERNATIONAL ACADEMY LIMITED,London,England,2
The Abbey School,Reading,Berkshire,2
The Academy Media Ltd,London,,2
The Advocacy Academy,London,,2
THE ALPHABET HOUSE NURSERY SCHOOLS CANBERRA LIMITED,London,,2
The American School in London,London,,2
The Archer Academy,London,,2
The Art Academy,London,,2
The Associated Press,London,,2
The Association for Music in International Schools,London,,2
The Aunties Ltd T/A The Aunties Old School Nursery,Oxford,Oxfordshire,2
The Boxing Academy Trust,London,Hackney,2
The Bristol Montessori School,Bristol,Bristol,2
The Challenge Academy Trust,Warrington,Cheshire,2
The Charter School,London,,2
The Developer Academy,Sheffield,South Yorkshire,2
The East India Devonshire Sports & Public Schools Club Limited,London,,2
The Edinburgh Academy,Edinburgh,Midlothian,2
The Education Group (London) Ltd,London,,2
The Education School Ltd,London,,2
THE ELEARN ACADEMY LTD,London,,2
The Ellen Wilkinson School for Girls,London,,2
The Eveline Day Nursery Schools Ltd,Wandsworth,London,2
The Exceptional Education Trust,London,,2
The Fair Education Alliance,London,,2
The Federation of Heavers Farm and Selsdon Primary Schools,London,,2
The Fertility Academy Limited,London,,2
The Fulham Prep School (2002) Limited,London,,2
The Godolphin and Latymer School,London,,2
The Gower School,London,,2
The Grove Primary School,CAMBRIDGE,Cambridgeshire,2
The Harrodian School,London,,2
The Henrietta Barnett School,London,,2
The Japanese School Limited,London,,2
THE JIJI PRESS LIMITED,London,,2
The Laidlaw Schools Trust,Newcastle upon Tyne,,2
The Latymer School,Edmonton,London,2
The Learning and Performance Institute Limited,Coventry,,2
The Link Education Trust- Springwood Primary School,Salford,Greater Manchester,2
THE LONDON NAUTICAL SCHOOL,LONDON,London,2
The London Oratory School,London,London,2
The Manchester Academy Limited,Manchester,Manchester,2
The Middlesex Learning Trust,London,,2
The Montessori School,Balham,London,2
The Montessori School Edinburgh Ltd,Edinburgh,,2
The New School C.I.O.,London,Croydon,2
The Olympus Academy Trust,Bristol,,2
The Oratory Schools Association,Reading,Berkshire,2
The Palmer Catholic Academy,Ilford,London,2
The Pears Family Charitable Foundation School,London,City of London,2
The Perse School,Cambridge,,2
The Profs Tuition Ltd,London,,2
The Queen's Foundation for Ecumenical Theological Education,Birmingham,,2
The Radcliffe School,Milton Keynes,Buckinghamshire,2
The Royal Ballet School,London,,2
The School for Ethics and Global Leadership Limited,London,,2
THE SECRET GARDEN SCHOOL,BIRMINGHAM,WEST MIDLANDS,2
The St Marylebone Church of England Bridge School,London,,2
The Student Energy Group,Birmingham,West Midlands,2
The Tapscott Learning Trust,London,London Borough of Newham,2
The Training School Ltd,London,,2
The UCL Academy,London,,2
The University of Westminster Student Union,London,,2
The Villa School & Nursery Ltd,London,,2
The Viridis Federation of Schools,London,,2
Think Academy International Education Limited,London,,2
Thomson House School,LONDON,,2
Tiro Training Limited,Birmingham,,2
Titan Education Trust,Birmingham,,2
TKS EDUCATION LTD,NEWCASTLE UPON TYNE,,2
TLN Training Limited,London,,2
TNF TRAINING AND CONSULTING LIMITED,London,,2
Top Horizon Learning Ltd,London,,2
Top Offer Academy Limited,London,,2
Torwood House School Ltd,Bristol,,2
Total Health Support and Training Services Ltd,Reading,Berkshire,2
TOTAL STUDENT CARE (TSC) LTD,London,,2
Train 2 Succeed Academy Limited,Liverpool,,2
Training 212 Limited,Coventry,,2
Training Lives Ltd,Liverpool,,2
Treehouse Nursery Schools Limited,Wanstead,London,2
TRENT EDUCATION CENTRE LTD,Nottingham,,2
Trevor Roberts School Ltd,London,,2
Trinity Church of England High School,Manchester,,2
Trinity Open Learning Ltd,London,England,2
Trust in Learning Academies,Bristol,,2
Turney Primary & Secondary Special School,London,,2
Tutor The Nation,London,,2
Twig Education Ltd,Glasgow,Lanarkshire,2
UACB EDUCATION,Birmingham,West Midlands,2
Uddin Learning Solution UK Ltd,London,,2
UK CAMBRIDGE EDUCATION CENTRE LIMITED,Cambridge,,2
UK China Student Union,Brighton,,2
UK CULTOUR & EDUCATION LTD,Edinburgh,,2
UK CURRICULUM AND ACCREDITATION BODY (UKCAB),Birmingham,West Midlands,2
UK Offer International Education Limited,Coventry,,2
uk pathway education ltd,BIRMINGHAM,,2
UK-China Culture & Education Cooperation Promotion Centre Ltd,London,,2
UKINSIGHT EDUCATION LTD.,Nottingham,,2
Ultimate Preparatory Education Limited,London,,2
ULTRA EDUCATION SERVICES LTD,London,,2
UM Education Ltd,London,,2
Unifrog Education Limited,London,,2
UniHive Education Limited,Cambridge,,2
Union Press Ltd,London,,2
United Foreign Education Consultancy Ltd,London,,2
United World Schools,London,,2
UNIVERSAL EDUCATION CARE LTD,London,,2
University Of Nottingham Student Union,Nottingham,,2
University Schools Trust,London,,2
UpGrad EdTech UK Limited,London,,2
Vector Education Sports Limited,London,,2
Verto Education UK Ltd,London,,2
Vigilo Training Limited T/A Vigilo Solutions,GLASGOW,,2
Virtual Class Ltd trading as Third Space Learning,London,,2
VIRTUE THERAPEUTIC CARE & EDUCATION (EAST SUSSEX) LIMITED,London,,2
Vision Academy Education and Technology UK Limited,London,,2
VISS EDUCATION CONSULTANCY LTD,London,,2
Vive Education Group Ltd,London,,2
Wailian Education Group Limited,London,,2
Walworth After-School Club Limited,London,,2
Wandle Learning Trust,London,,2
Warriors TMA Academy Limited,Coventry,West Midlands,2
"Waseda Academy UK Co., Limited",London,,2
Wavereley Education Foundation Trust,Birmingham,,2
WENLIN EDUCATION LTD,London,,2
West London School LTD,London,,2
West Midlands Academy Trust,Birmingham,,2
Westbourne School Trust Limited,Sheffield,South Yorkshire,2
Westfield School,Newcastle upon Tyne,TYne and Wear,2
WESTMID ACADEMY LTD,BIRMINGHAM,,2
Westminster Academy,London,Greater London,2
Westminster Education and Cultural Exchange Centre Limited,London,,2
WESTMINSTER SCHOOL,London,,2
Wetherby High School,Leeds,West Yorkshire,2
WHICH INDEPENDENT SCHOOLS LTD,London,,2
Whitefield School,London,,2
Whitehall Primary School,London,,2
WHIZZ EDUCATION LIMITED,London,,2
William Tyndale Primary School,London,,2
Willows Pre-School Limited,London,,2
Wimbledon High School,London,,2
Wimbledon Park Montessori School,London,,2
Winchmore School,London,,2
WINSOR SKILLS TRAINING LTD,Birmingham,West Midlands,2
Wiselinx Executive Education Company Limited,London,,2
WMG Academy for Young Engineers,Coventry,West Midlands,2
Workforce Training & Development Ltd,London,,2
World Learning Academy Limited t/a Galaxy Tuition,London,,2
Wren Academy,London,,2
Wyvil Primary School,London,,2
XWORKS TRAINING LIMITED T/A Smileworks Aesthetic Training HUB,Liverpool,,2
Yale University Press London,London,,2
YAMAN ACADEMY LTD,LONDON,,2
Ying Fan Education Service Company Limited,London,,2
Yingtong Education Consultancy Ltd,London,,2
YMCA Indian Student Hostel,London,,2
Yorkshire Canine Academy Ltd,Leeds,West Yorkshire,2
Youtu Overseas Education Consultancy Ltd,Manchester,,2
Zebedee Nursery School Ltd,London,,2
ZERONE EDUCATION&TRAINING LIMITED,London,,2
ZigZag Education,Bristol,Bristol,2
1416 DIGITAL LTD,London,,3
1ST TRANSPORT INNOVATION (READING) LTD,Reading,,3
21 Six Platform Limited,London,,3
3B DIGITAL LTD,LONDON,,3
42Gears Mobility Systems (UK) Ltd,Manchester,Greater Manchester,3
4C LABS LTD,London,,3
542 Digital Limited,London,,3
A Cloud Guru Ltd,London,,3
A J Digital Management Ltd,London,Greater London,3
A K Software House Ltd,Birmingham,West Midlands,3
A T & C PROFESSIONAL SYSTEMS LIMITED,London,,3
A-Lab Solutions Limited (T/A Reseo),London,,3
AA LAB FURNITURE LTD,London,,3
Abelon Systems Limited,Edinburgh,,3
ABS AUTOMATION SYSTEMS LIMITED,Reading,,3
ACCEL SOFTWARE SERVICES LIMITED,GREATER MANCHESTER,,3
Access Fintech (UK) Limited,London,,3
Accolite Labs Europe Limited,London,,3
ACE ANALYTICS LIMITED,London,,3
Ace Software Solutions Ltd,London,London,3
Acorn IT Systems Ltd,Reading,Berkshire,3
Actuation Lab,Bristol,,3
Acuiti Labs Limited,London,,3
Acuvate Software Ltd,London,,3
Ada Digital Health Ltd,London,,3
ADAPTOGENIC LAB LTD,London,,3
ADB Safegate Airport Systems UK Ltd,Manchester,,3
Adobe Systems Europe Limited,Reading,,3
Advanced Metal Innovation Co. Ltd,Sheffield,,3
Advanced Visualisation Technologies Ltd T/A Digital Autopsy UK,Sheffield,,3
Advancing Analytics Ltd,London,,3
Advantage Business Systems Limited,London,London,3
Advice Cloud Limited,Brighton,East Sussex,3
AEC SYSTEMS LTD,London,,3
AeroCloud Systems Limited,Stockport,,3
AF Payments Limited,London,,3
Afferent Software Limited,Brighton,,3
AFFINITY LABS LTD,London,,3
"Aflorithmic Labs, Ltd.",London,Bermondsey,3
Agent Software Limited,Manchester,,3
Agile Cyber Solutions Limited,London,,3
Agilio Software Bidco Ltd.,Sheffield,,3
AGS Cyber,London,,3
Ahren Innovation Capital LLP,Cambridge,,3
AI DATA LABS LTD,London,,3
Aida Innovation Ltd,London,London,3
Aigo Digital Repairs,Manchester,,3
AIMPOINT DIGITAL UK LIMITED,London,,3
Air Aware Labs Ltd,London,,3
Aira Digital Limited,Milton Keynes,Buckinghamshire,3
AIRHUB SYSTEMS LTD,London,,3
Akashi Digital Limited,London,,3
Akeron Software UK Ltd,London,,3
Alcohol Monitoring Systems Limited,London,,3
Alderley Lighthouse Labs Ltd,CHEADLE,Greater Manchester,3
Alderson Digital Ltd,London,,3
Aleti Software Systems Ltd,Newcastle Upon Tyne,,3
Alfa Financial Software Ltd,London,,3
Algorithms Software UK Ltd,London,,3
ALIBABA CLOUD (EUROPE) LIMITED,London,,3
Allied Digital Services UK Ltd,Lewins Mead,Bristol,3
Allied Software Ltd,Glasgow,,3
Allvue Systems Limited,London,,3
ALPHA DATA PARALLEL SYSTEMS LTD,EDINBURGH,,3
ALPHA2 SOLUTIONS & SOFTWARE LIMITED,LONDON,,3
AlSaab Ltd t/a AlSaab Digital Ventures,London,,3
Alternative Payments Ltd,London,,3
Altos Labs UK Limited,Great Abington,Cambridge,3
Altura Platform Ltd,London,,3
ALUMAN SYSTEMS UK LIMITED,London,,3
Amaechi Performance Systems Ltd,Manchester,,3
Amber Labs,London,,3
Ameba Systems Ltd,London,,3
AMF Bakery Systems UK Ltd,Leeds,,3
Amplitude Analytics Limited,London,,3
Analytics 8 LTD,London,,3
Analytics Sphere Ltd,London,,3
Anchor Door Systems,London,,3
Anchor Informatics Ltd,London,,3
Anera Labs UK Ltd,London,,3
Aneto Digital Services Ltd,Milton Keynes,Buckinghamshire,3
Ant Data Limited,Liverpool,Merseyside,3
ANTLER INNOVATION UK LIMITED,LONDON,,3
AP Drywall Systems Ltd,Manchester,,3
APEX FIRE SYSTEMS LTD,London,,3
Apex Innovation Labs Ltd,Liverpool,,3
Apexx Fintech Ltd,London,,3
"API Software Limited (Trading as ""AutoRek"")",Glasgow,,3
Aplos Innovation Ltd,London,,3
Apparel Cloud London Ltd,London,,3
Appeal Marketing Ltd t/a Appeal Digital,Bristol,,3
Applied Computing Technologies Ltd.,London,,3
Applied Data Science Partners Ltd,London,,3
Apply Digital UK Ltd,London,,3
Apron Payments Limited,London,,3
Aptitude Software Group plc,London,,3
Aqua Security Software UK LTD,London,,3
Aquios Labs Ltd,Milton Keynes,,3
Aras Software Ltd,Birmingham,,3
Arctic Cloud Solutions Ltd,Glasgow,,3
Arcturis Data (UK) Limited,OXFORD,,3
Argent Labs Limited,London,,3
Argus Software (UK) Ltd,London,,3
Aria Systems UK Limited,London,,3
Aridhia Informatics Ltd,Glasgow,,3
ARIES GLOBAL SOFTWARE HOLDING LIMITED,London,,3
Armlon Software Solutions Ltd,London,,3
ARROW DIGITAL SPACE LTD,London,England,3
Artificial Intelligence Digital Solutions Limited,Milton Keynes,,3
Artificial Labs Limited,London,London,3
Asana Software UK Limited,London,,3
ASBUILT DIGITAL UK LIMITED,London,,3
Ascend Digital Solutions Ltd,Manchester,Greater Manchester,3
ASCENDX CLOUD LIMITED,London,,3
Ascent Digital Services UK Ltd,Bristol,,3
ASCENTIFY LABS LTD,London,,3
ASFIN SOFTWARE & CONSULTANCY LTD,London,,3
ASG Power Systems Limited,Newcastle Upon Tyne,,3
Aspect Labs Ltd,London,,3
Aspirant Analytics Ltd,London,Greater London,3
Aspire Systems (India) Private Limited,London,,3
Aspire Systems UK Ltd,London,,3
Assist Digital EU Limited,LONDON,,3
Associate Management Systems Limited,London,,3
Astral Neutronics Ltd (trading as Astral Systems),Bristol,,3
Asymptote Labs,London,,3
AT Digital Ltd,Hounslow,London,3
ATEZ UK SOFTWARE TECHNOLOGIES LTD,London,,3
Atheon Analytics Limited,Milton Keynes,Buckinghamshire,3
Atmos Lab Limited,London,,3
Atominvest Software Ltd,London,,3
Austerlitz Labs Limited,London,,3
Autify Digital Ltd,Nottingham,Nottinghamshire,3
AVENTRA SYSTEMS LTD,MILTON KEYNES,,3
Avian Labs Limited,London,,3
Aviatrix Systems UK Ltd,London,Please Select,3
Avon Data Systems Limited,Bristol,Bristol,3
Avs Info Systems Limited,Reading,Berkshire,3
Axiom Software Solutions Limited,London,,3
Aybola Software and Technology Ltd,London,London,3
AYKO Digital Limited t/a AYKO,Leeds,,3
Aytel Systems Ltd,Cardiff,Cardiff,3
AZTO PLATFORM LTD,London,,3
AZURE LABS UK LIMITED,London,,3
Back Lab Ltd,London,,3
BAE Systems Plc,London,,3
Balindra Software Limited,London,,3
BANKTECH SOFTWARE SERVICES LIMITED,Cambridge,,3
BaseKit Platform Ltd.,Bristol,Bristol,3
BATCH CONTROL SYSTEMS LTD,GLASGOW,,3
Baya Systems Limited,Cambridge,Cambridgeshire,3
BB2 Digital and Technology Services Ltd,London,,3
BBD Software Limited,London,,3
BCG Digital Ventures,London,,3
BCS Data Centres Limited,London,,3
Beacon Platform Limited,London,,3
Beauty Tech Lab Ltd,London,,3
Bent Oak Systems Ltd,London,England,3
Bentley Systems (UK) Ltd,London,,3
BEP Systems Limited,Manchester,,3
BetDEX Labs Ltd,Edinburgh,,3
Beyond Data Technologies Ltd,Sheffield,,3
BFB Labs,London,,3
Big Cookie Digital Ltd,Liverpool,Merseyside,3
Black Swan Data Limited,London,,3
Blackline Systems Ltd,London,,3
BluDot Digital Limited,Kingsbury,London,3
Blue Cloud Global UK Limited,London,,3
Blue Ocean Data Solution Ltd,London,,3
Blue State Digital UK Limited,London,,3
Bluecube Cyber Security Solutions Limited,Milton Keynes,Buckingham,3
Bluesmith Information Systems Ltd,Leeds,West Yorkshire,3
BLUESTAR SOFTWARE LIMITED,Reading,Berkshire,3
Bo Digital Ltd,Cambridge,Cambridgeshire,3
Boku Labs Ltd,London,,3
BOREAS SOFTWARE AND CONSULTING LTD,London,,3
BORIS SOFTWARE LIMITED,LEEDS,,3
Boxkite Software Ltd,Bristol,,3
BP PAYMENTS LTD,London,,3
Brain Analytics,London,,3
Brain Labs Digital Ltd,London,,3
Brandpie Digital Limited,London,,3
Brave Software Europe Ltd,London,,3
BRGR LAB LTD,Coventry,West Midlands,3
Briar Security Systems ltd,Cambridge,,3
Brickwise Labs Ltd,London,,3
Britannia Cloud Ltd,London,England,3
Broad Fintech Ltd,London,,3
Bron Labs Limited,London,Greater London,3
Bud Systems Ltd,Bristol,,3
BUGNI LABS LTD,London,,3
BUSINESS DATA QUALITY LTD,LONDON,,3
Business Systems (U.K.) Limited,London,,3
Business Systems International Ltd.,London,,3
BW Flexible Systems UK Limited,Beeston,Nottingham,3
Byngo Payments Ltd,London,,3
C.D.S. Computer Design Systems Ltd,Salford,Greater Manchester,3
C6 Digital Ltd,London,,3
Calsoft Labs UK Private LTD,London,,3
Cambridge Crystallographic Data Centre,Cambridge,Cambridgeshire,3
Cambridge Digital Health,Cambridge,,3
Cambridge Innovation Capital Limited,Cambridge,,3
CAMBRIDGESHIRE INNOVATION CENTRE LTD,Cambridge,,3
Candu Labs Limited,London,,3
Canvas Software Limited,London,,3
Capital Computer Software Ltd,London,London,3
Capital Integration Systems UK Limited,London,,3
Capitalise.com Platform Limited,London,,3
Caplin Systems Limited,London,,3
CAPRICE CLOUD TECHNOLOGIES LTD,LONDON,,3
CARDINAL INSURANCE MANAGEMENT SYSTEMS LIMITED,London,,3
CASHMERE SYSTEMS LTD,Manchester,,3
Cassini Systems Limited,London,,3
Cast Software Limited,London,,3
Catapult Labs Ltd,London,,3
Catch Digital,London,,3
Caxton Payments Ltd,London,,3
CB Payments Ltd,London,,3
CDA Systems Limited,London,,3
Cell Guidance Systems,Cambridge,State,3
Center for Countering Digital Hate LTD,London,,3
Centium Software Limited,Milton Keynes,,3
CERIS E-COMMERCE & DIGITAL MARKETING LTD,LONDON,,3
Chainlink Labs Ltd,London,,3
Champ Systems Limited,London,,3
Channel Digital Holdings Limited,London,,3
Charlotte's Cloud Ltd,London,,3
Charterhouse Voice & Data Limited,London,,3
Chattermill Analytics Limited,London,,3
China-Europe Networks of Technology and Innovation Limited,London,,3
CHRONICLE SOFTWARE LTD,London,,3
Cimcon Software (UK) Limited,Reading,,3
Cinemersive Labs Ltd,London,,3
CIT Digital Ltd,Sheffield,,3
CITYSCAPE DIGITAL LIMITED,LONDON,GREATER LONDON,3
CJS Managed Cloud Services Ltd,Leeds,,3
CLADMATE FACADE SYSTEMS LTD,London,,3
Clarivate Analytics (UK) Limited,London,,3
Clay Labs UK Ltd,London,,3
Clean Digital Limited,Edinburgh,,3
Clearglass Analytics Limited,London,,3
"Clearwater Analytics, Ltd.",Edinburgh,,3
Clinical Network Systems Limited,London,,3
Cloud & Compliance Ltd,Birmingham,,3
Cloud Agri LTD,Manchester,,3
Cloud Aware Services Ltd,London,,3
Cloud Bridge Technologies Limited,Manchester,,3
Cloud Capital LLP,London,,3
Cloud Consulting Group Ltd,Bristol,,3
CLOUD CX LTD,London,,3
Cloud Cycle Ltd,London,,3
Cloud Galacticos,London,Greater London,3
Cloud Imperium Games Limited,Manchester,,3
Cloud Kitchen London Ltd T/AS Hyderabad Wala {House of Biryani},London,,3
Cloud Lending UK Ltd,London,,3
Cloud Made Ltd,London,,3
CLOUD MANAGER LIMITED,Reading,Berkshire,3
Cloud Master Limited,Reading,,3
CLOUD ODYSSEY IT SOLUTIONS LTD,London,,3
CLOUD RETAIL LTD,London,,3
Cloud SG UK Ltd,London,,3
CLOUD TAX LIMITED,London,,3
CM CLOUD & DEVOPS LTD,London,Middlesex,3
Co-Labs Global Group Ltd,London,,3
Coalfire Systems Limited,Manchester,,3
Cobalt Labs UK Limited,"Hammersmith, London",,3
Cockroach Labs UK Limited,London,,3
Coconut Platform Ltd,London,,3
Code Design Lab Ltd,London,,3
CODM SOFTWARE LIMITED,London,,3
Coefficient Systems Ltd,London,,3
Cognia Cloud Limited t/a Smarsh,London,,3
Colet Systems Ltd,London,,3
Colvir Software Solutions Ltd,London,,3
comit Financial Systems UK Limited,London,London,3
Commerce Software UK LTD,London,,3
Commonplace Digital LTD,Manchester,,3
Communications Software (Airline systems) Limited,London,,3
Commvault Systems Ltd,Reading,Berkshire,3
Compass Labs Ltd,London,,3
COMPLIANCE ANALYTICS LIMITED,London,,3
Compound Digital Technologies Limited,London,,3
Concept Systems Limited,Edinburgh,Midlothian,3
Connected Data Company Ltd,London,,3
Container Solutions Software Ltd,London,,3
CONTENT+CLOUD LIMITED,Manchester,,3
Convex Labs Ltd,London,,3
COPA-DATA UK LIMITED,Bristol,,3
Cordiant Digital Infrastructure Management LLP,London,Select,3
Core Technology Systems Uk Ltd,LONDON,,3
CORESTRAT DECISION ANALYTICS SOLUTIONS LIMITED,London,,3
Coupa Software UK Ltd,London,,3
Cowbell Cyber Ltd,London,,3
CPL Software Ltd,Glasgow,,3
CREATION LABS AI LTD T.A HYPERMILE,LONDON,,3
Credit Data Research Ltd,London,,3
CROESUS DIGITAL MARKETING LIMITED T/A SOCIAL NUCLEUS,Manchester,,3
Crucible Digital Ltd,London,Greater London,3
CTI Digital Limited,Manchester,,3
CTO Data Services Group Ltd,London,,3
Curiosity Software Ireland,Oxford,Oxfordshire,3
Curve Analytics Limited,London,,3
Curve Digital Publishing Limited,London,,3
Curve Royalty Systems Ltd,London,,3
CYBAGE SOFTWARE UK LIMITED,London,,3
Cyber Alarm Limited,London,,3
Cyber Prism Limited,London,,3
Cyber Range Ltd,London,,3
Cyber Security Hub Ltd,London,,3
CYBER SHEKU LIMITED,LONDON,,3
Cyber-Ark Software (UK) Limited,London,,3
CyberCube Analytics Europe Limited,London,Middlesex,3
Cytel Statistical Services and Software UK Limited,London,,3
CYZ SOFTWARE CONSULTANCY LTD,Bristol,England,3
Danger Farms Software Ltd,London,,3
DARK AND CLOUD LTD,LONDON,,3
Data and Marketing Association Ltd,London,,3
Data Centre Dynamics Limited,LONDON,,3
Data Cloud Ltd,London,,3
Data Connect Solutions Ltd,Reading,,3
Data Cubed Limited,Bristol,,3
Data Engineering Project Limited,Glasgow,,3
DATA FIDELITY PVT LTD,London,,3
Data Inc UK Ltd,London,,3
Data Intelligance Services Ltd,London,,3
Data Kraken Consultancy Ltd,Oxford,,3
Data Market Information Technology Ltd,London,,3
Data Protection People Limited,Leeds,,3
Data Science Central UK Ltd.,London,,3
DATA SIP LIMITED,Glasgow,,3
Data Socket Limited,London,,3
Data Solutionz Limited,Milton Keynes,Buckinghamshire,3
Data Spartan Limited,London,,3
Data Theorem Limited,London,,3
Data Trek Technologies Ltd,London,,3
DATA TRIALS SOLUTIONS LTD,Milton Keynes,,3
DATA VISION SERVICES LTD,London,,3
Data Yield Limited,Milton Keynes,,3
Databook Labs UK Ltd,London,,3
DATAFORM LAB LIMITED,London,,3
Datel Computing Limited,Warrington,,3
Dayshape Software Ltd,Edinburgh,,3
DBT LABS UK LIMITED,READING,,3
Deep Knowledge Analytics Limited,London,,3
Deimos Cloud Ltd,London,,3
Delaware Digital LLP,London,,3
Demse Technical Systems Limited,London,Greater London,3
"Department for Science, Innovation and Technology",London,,3
Design Innovation Ltd,Nottingham,Nottinghamshire,3
Deviate Digital LTD,London,,3
Devolver Digital Games Limited,London,,3
Dext Software Limited,London,,3
DGR DIGITAL LTD,London,,3
